COTE	DATE	LIEU	DEPARTEMENT	DIM	TITRE	latitude	longitude	DESCRIPTION	PHOTOGRAPHE	COLLECTION	UID
39 FI 85	[vers 1906]	Belle-Isle-en-Terre	_	4,5 X 4,5	Olivier Vallée accompagné d'un homme et d'une femme se dirige vers l'usine.	48.55	-3.4		vallee	Collection photographique Vallée	66082610-50fe-4ad2-bf6b-d36d6086db0b
39 FI 110	s.d. [1904-1906]	Belle-Isle-en-Terre	_	6 X 13	Les Papeteries Vallée : Ouvrières sur les balles de chiffons dans la cour de l'usine.	48.55	-3.4		vallee	Collection photographique Vallée	665b448f-0180-461f-a81b-f9ac7b8a36e6
39 FI 99	[vers 1900]	Belle-Isle-en-Terre	_	4,5 X 4,5	Baignade à Traou-Bruno.	48.55	-3.4		vallee	Collection photographique Vallée	687541e3-990d-4b4e-81bb-9297a7d20209
39 FI 16	[vers 1906]	Belle-Isle-en-Terre	_	4,5 X 4,5	Fêtes de Belle-Isle : les musiciens en tête du défilé.	48.55	-3.4		vallee	Collection photographique Vallée	6cec53a7-6c24-4e0e-bcc6-381cb0052513
39 FI 117	[vers 1900]	Belle-Isle-en-Terre	_	8,5 X 9	Les Papeteries Vallée : machine à papier n°2.	48.55	-3.4		vallee	Collection photographique Vallée	6d47b7ee-ca7d-405d-8fd8-4d5df549ca06
39 FI 5	1907	Belle-Isle-en-Terre	_	6 X 13	Route de Loc-Maria sous la neige.	48.55	-3.4		vallee	Collection photographique Vallée	6ef39f72-868f-4a74-8e2f-7d0a04629cd9
39 FI 96	1907	Belle-Isle-en-Terre	_	6 X 13	Les Papeteries Vallée : vanne de décharge de l'usine annexe.	48.55	-3.4		vallee	Collection photographique Vallée	6fc00ecb-d994-453a-bbfe-4baeada552b4
39 FI 118	[vers 1906]	Belle-Isle-en-Terre	_	4,5 X 10,5	Les Papeteries Vallée : calandre.	48.55	-3.4		vallee	Collection photographique Vallée	703c3093-a0de-4144-9edd-14ee1dab0f94
39 FI 43	[vers 1900]	Belle-Isle-en-Terre	_	4,5 X 11	Procession de la Fête-Dieu.	48.55	-3.4		vallee	Collection photographique Vallée	737d5da2-f9e0-4faa-a44c-870d398ec905
39 FI 126	[vers 1906]	Belle-Isle-en-Terre	_	4,5 X 4,5	Battages sur des terres de la société Vallée : le manège à huit chevaux.	48.55	-3.4		vallee	Collection photographique Vallée	7a19376f-d216-4294-b8c3-b550a884020a
39 FI 87	[vers 1906]	Belle-Isle-en-Terre	_	4,5 X 10,5	Vue générale des Papeteries Vallée.	48.55	-3.4		vallee	Collection photographique Vallée	7b0dc40e-6737-41a4-bbac-a3a5e46031ac
39 FI 37	[vers 1906]	Belle-Isle-en-Terre	_	4,5 X 4,5	Procession du 15 août sur la route de Loc-Maria.	48.55	-3.4		vallee	Collection photographique Vallée	815bb1a1-53ec-4f46-8e04-8ef4c3e1395b
39 FI 151	[vers 1906]	Belle-Isle-en-Terre	_	4,5 X 4,5	Moulin neuf de Kernansquillec.	48.55	-3.4		vallee	Collection photographique Vallée	82beedc7-3a70-46fc-b07b-dd4d071179ad
39 FI 56	[vers 1906]	Belle-Isle-en-Terre	_	6 X 13	Papeteries Vallée : maison de la Direction.	48.55	-3.4		vallee	Collection photographique Vallée	84dc0027-bc6d-41a6-8511-685444fcfa54
39 FI 94	1907	Belle-Isle-en-Terre	_	8,5 X 9	Les Papeteries Vallée : usine annexe.	48.55	-3.4		vallee	Collection photographique Vallée	85712422-458f-4a73-add9-30a122eb91ab
39 FI 154	[vers 1906]	Belle-Isle-en-Terre	_	8,5 X 9	Chemin menant à Kernansquillec.	48.55	-3.4		vallee	Collection photographique Vallée	863b7e4a-c586-48d5-93cf-69faee495477
39 FI 132	[vers 1906]	Belle-Isle-en-Terre	_	8,5 X 9	Groupe d'enfants aux environs de la Papeterie.	48.55	-3.4		vallee	Collection photographique Vallée	8878cf96-f3f1-4dbc-a2fa-f889f7daaee5
39 FI 111	s.d. [1904-1906]	Belle-Isle-en-Terre	_	8,5 X 9	Les Papeteries Vallée : réception d'un volant de machine à vapeur.	48.55	-3.4		vallee	Collection photographique Vallée	8c28171e-72d4-4468-9bc2-4033360ebea2
39 FI 58	[vers 1906]	Belle-Isle-en-Terre	_	6 X 13	Papeteries Vallée : maison de la Direction.	48.55	-3.4		vallee	Collection photographique Vallée	90ac697b-1e46-4ccf-854c-7b55c0c38bdb
39 FI 86	[vers 1906]	Belle-Isle-en-Terre	_	8,5 X 9	Vue générale de la papeterie.	48.55	-3.4		vallee	Collection photographique Vallée	91c5cc20-694e-4462-b8c7-14f813330127
39 FI 150	[vers 1900]	Belle-Isle-en-Terre	_	4,5 X 4,5	Moulin neuf de Kernansquillec.	48.55	-3.4		vallee	Collection photographique Vallée	943a3f8f-c235-4c95-b087-62f96c8bb291
39 FI 115	[vers 1900]	Belle-Isle-en-Terre	_	4,5 X 10,5	Les Papeteries Vallée : machine à papier n°1.	48.55	-3.4		vallee	Collection photographique Vallée	979ad349-1c31-4cd0-a791-f2b5da8e8635
39 FI 129	[vers 1906]	Belle-Isle-en-Terre	_	6 X 13	Jument et son poulain.	48.55	-3.4		vallee	Collection photographique Vallée	9c3ba099-02f6-4a15-8db7-96d8104c8f06
39 FI 145	[vers 1906]	Belle-Isle-en-Terre	_	6 X 13	Moulin Derrien en aval de la Papeterie.	48.55	-3.4		vallee	Collection photographique Vallée	9ccfd8a9-7e90-4223-a98e-2d74e01c1ba6
39 FI 91	1907	Belle-Isle-en-Terre	_	6 X 13	Vue générale des Papeteries Vallée.	48.55	-3.4		vallee	Collection photographique Vallée	9d4f5257-0050-4947-9777-2dd94eb84c94
39 FI 125	[vers 1906]	Belle-Isle-en-Terre	_	8,5 X 9	Les battages sur des terres de la société Vallée.	48.55	-3.4		vallee	Collection photographique Vallée	9e38c3c5-6d1b-41ed-a647-324974688a3d
39 FI 103	[vers 1906]	Belle-Isle-en-Terre	_	6 X 13	Les Papeteries Vallée : l'entrée de l'usine.	48.55	-3.4		vallee	Collection photographique Vallée	9e4dde32-b192-4e68-9263-f5f9e467765a
39 FI 98	[vers 1900]	Belle-Isle-en-Terre	_	4,5 X 10,5	Baignade dans le canal d'amenée de Traou-Bruno.	48.55	-3.4		vallee	Collection photographique Vallée	9f7edbe5-801a-4027-8b7c-a19f785a76bd
39 FI 106	[vers 1906]	Belle-Isle-en-Terre	_	8,5 X 9	Les Papeteries Vallée : membres de la Direction et ouvriers à l'entrée de l'usine.	48.55	-3.4		vallee	Collection photographique Vallée	a2050cba-9548-4257-8692-fba22cc462a0
39 FI 14	[vers 1906]	Belle-Isle-en-Terre	_	4,5 X 4,5	Lavoir et déversoir sur le Guic.	48.55	-3.4		vallee	Collection photographique Vallée	a2c10666-52c2-4cde-b9fc-3f9082c85125
39 FI 134	1907	Belle-Isle-en-Terre	_	6 X 13	Sous-bois à Loc-Maria.	48.55	-3.4		vallee	Collection photographique Vallée	a60a6cf8-0b75-45f7-b36a-2950cd1f0b9d
40 FI 73	1906	Belle-Isle-en-Terre	_	6 X 13	Saut du caniche Mirza pour avoir un sucre.	48.55	-3.4		vallee	Collection photographique Vallée	a6293bd1-a910-4b9d-8f13-667341805d01
39 FI 127	[vers 1906]	Belle-Isle-en-Terre	_	4,5 X 4,5	Battages sur des terres de la société Vallée : le manège à huit chevaux.	48.55	-3.4		vallee	Collection photographique Vallée	a79843e9-f222-4a73-8183-aca6ed3af24e
39 FI 23	[vers 1906]	Belle-Isle-en-Terre	_	8,5 X 9	Les fêtes de Belle-Isle : le manège de chevaux de bois.	48.55	-3.4		vallee	Collection photographique Vallée	a848171f-0639-46e7-a29c-99d09b547328
39 FI 8	1906	Belle-Isle-en-Terre	_	6 X 13	La ville et ses environs.	48.55	-3.4		vallee	Collection photographique Vallée	a8c13c6e-227d-4bf4-9828-98ff9210f882
39 FI 77	[vers 1900]	Belle-Isle-en-Terre	_	8,5 X 10	Groupe de femmes et d'enfants.	48.55	-3.4		vallee	Collection photographique Vallée	aa2c5fbd-6a6e-4ccc-a0b6-40900e799e7a
39 FI 80	[vers 1906]	Belle-Isle-en-Terre	_	4,5 X 10,5/4,5 X 4,5	Emmanuel Martin au bord du Léguer.	48.55	-3.4		vallee	Collection photographique Vallée	aabbd0c7-5b27-41ef-847d-47283429f0d3
39 FI 21	[vers 1906]	Belle-Isle-en-Terre	_	8,5 X 9	Les fêtes de Belle-Isle : le manège de chevaux de bois.	48.55	-3.4		vallee	Collection photographique Vallée	adeeeb12-6f62-4b2b-b738-208606be3acf
39 FI 93	1907	Belle-Isle-en-Terre	_	6 X 13	Les Papeteries Vallée : l'usine annexe.	48.55	-3.4		vallee	Collection photographique Vallée	afa924c8-a3d0-4b53-8624-9fa595e34118
40 FI 50	1906	Belle-Isle-en-Terre	_	6 X 13	Les manoeuvres militaires : le 48e et le 71e régiment d'infanterie.	48.55	-3.4		vallee	Collection photographique Vallée	b293ea63-dc91-471b-ba1f-bdd7eae2ce2f
39 FI 54	[vers 1906]	Belle-Isle-en-Terre	_	8,5 X 9	Les Papeteries Vallée : maisons de la direction.	48.55	-3.4		vallee	Collection photographique Vallée	b34eebca-e795-4e63-9464-39a5f5497aa2
39 FI 100	1900	Belle-Isle-en-Terre	_	4,5 X 10,5	Travaux sur le déversoir de Traou-Bruno.	48.55	-3.4		vallee	Collection photographique Vallée	b4f5e781-f3d6-4359-b122-a6b9998e1db2
39 FI 10	[vers 1906]	Belle-Isle-en-Terre	_	9 X 6,5	Eglise Saint-Jacques le Majeur : le clocher.	48.55	-3.4		vallee	Collection photographique Vallée	b7fb0e84-a070-45a3-85b4-a11d1f91126c
40 FI 49	1906	Belle-Isle-en-Terre	_	6 X 13	Les manoeuvres militaires : le 48e et le 71e régiment d'infanterie.	48.55	-3.4		vallee	Collection photographique Vallée	b9dc13f3-43ab-4bfb-b918-ca83e69f8376
39 FI 38	[vers 1906]	Belle-Isle-en-Terre	_	4,5 X 4,5	Procession du 15 août sur la route de Loc-Maria.	48.55	-3.4		vallee	Collection photographique Vallée	bafc8382-0e15-4c09-8f98-06f00953c7be
39 FI 84	[vers 1906]	Belle-Isle-en-Terre	_	6 X 13	Le caniche Mirza nageant dans le Léguer.	48.55	-3.4		vallee	Collection photographique Vallée	be04b8b6-4e04-4d66-830c-8d76e34a0776
39 FI 124	[vers 1906]	Belle-Isle-en-Terre	_	8,5 X 9	Les foins sur des terres de la société Vallée.	48.55	-3.4		vallee	Collection photographique Vallée	bf0a50a3-9a2a-4549-882d-1f49986aa6c5
39 FI 13	[vers 1906]	Belle-Isle-en-Terre	_	4,5 X 4,5	Le Guer aux environs de l'église.	48.55	-3.4		vallee	Collection photographique Vallée	bf12c6b1-7e85-49bd-884f-c302043d8cb2
39 FI 50	1906	Belle-Isle-en-Terre	_	6 X 13	Les manoeuvres militaires : le 48e et le 71e régiment d'infanterie.	48.55	-3.4		vallee	Collection photographique Vallée	c6965732-e275-44b7-a5f9-70982cec579b
39 FI 166	[vers 1906]	Belle-Isle-en-Terre	_	8,5 X 9	Moulin sur le Léguer.	48.55	-3.4		vallee	Collection photographique Vallée	c6b1961a-7ef4-4022-97b3-0aa82841bcec
39 FI 148	[vers 1906]	Belle-Isle-en-Terre	_	6 X 13	Le Léguer en aval de la Papeterie.	48.55	-3.4		vallee	Collection photographique Vallée	c6d30aa6-d312-4b48-9c5e-5fe0122801d4
39 FI 149	[vers 1906]	Belle-Isle-en-Terre	_	8,5 X 9	Moulin neuf de Kernansquillec.	48.55	-3.4		vallee	Collection photographique Vallée	c747edd3-b7dc-49e6-9083-57f555dd9879
39 FI 78	[vers 1906]	Belle-Isle-en-Terre	_	8,5 X 10	Simone et Anne-Marie Martin.	48.55	-3.4		vallee	Collection photographique Vallée	ca4407e0-762d-4b2b-a282-6580bc1e9a06
39 FI 2	[vers 1900]	Belle-Isle-en-Terre	_	6 X 13	Paysage des environs de Belle-Isle-en-Terre.	48.55	-3.4		vallee	Collection photographique Vallée	ca481dde-f3ba-44a4-acc6-fd7b5d0ea1a4
39 FI 146	[vers 1906]	Belle-Isle-en-Terre	_	7 X 7,5	Moulin Derrien.	48.55	-3.4		vallee	Collection photographique Vallée	ca85cba4-c8d2-4f4d-a5ec-7470e261a1c7
39 FI 73	1906	Belle-Isle-en-Terre	_	6 X 13	Saut du caniche Mirza pour avoir un sucre.	48.55	-3.4		vallee	Collection photographique Vallée	caf1588d-62ad-4002-a3fb-8f3ccc37c838
39 FI 20	[vers 1906]	Belle-Isle-en-Terre	_	4,5  X 4,5	Fêtes de Belle-Isle : la distribution de gâteaux aux enfants.	48.55	-3.4		vallee	Collection photographique Vallée	cb439dfc-6c89-4a2d-b44a-a5bc8fbdb1e9
19 FI 15	s.d. [1906-1936]	Belle-Isle-en-Terre	_	9 X 14	Rue du pont Cunuder.	48.55	-3.4		Lacombe	Collection photographique Lacombe	cc41b8f6-d4d0-491f-9b4e-ac0ac4fcfc85
39 FI 72	1905	Belle-Isle-en-Terre	_	6 X 13	Le caniche Mirza faisant le beau pour avoir un sucre.	48.55	-3.4		vallee	Collection photographique Vallée	ccda5cea-ec42-480e-884e-ac94a583175f
39 FI 133	[vers 1906]	Belle-Isle-en-Terre	_	8,5 X 9	Groupe d'enfants aux environs de la Papeterie.	48.55	-3.4		vallee	Collection photographique Vallée	cde1e6de-5d6f-4ad4-af09-62c1b56b2589
39 FI 19	[vers 1906]	Belle-Isle-en-Terre	_	4,5 X 4,5	Fêtes de Belle-Isle : La distribution de gâteaux aux enfants.	48.55	-3.4		vallee	Collection photographique Vallée	ce72fd3c-4858-4811-ab85-2b5bb792729b
39 FI 137	1907	Belle-Isle-en-Terre	_	6 X 13	Sous-bois à Loc-Maria.	48.55	-3.4		vallee	Collection photographique Vallée	d29b5c8c-cb4a-4150-a7d8-9b76bcb63e65
39 FI 119	[vers 1900]	Belle-Isle-en-Terre	_	6 X 13	Les Papeteries Vallée : enfants d'ouvriers à l'usine.	48.55	-3.4		vallee	Collection photographique Vallée	d2ffb893-47e9-4e50-81d8-2207dd3b59bc
39 FI 173	[vers 1906]	Belle-Isle-en-Terre	_	6 X 13	Bois de chênes aux environs de Belle-Isle-en-Terre.	48.55	-3.4		vallee	Collection photographique Vallée	d359c1ce-2981-4f18-84f2-266e19b58327
39 FI 70	[vers 1906]	Belle-Isle-en-Terre	_	4,5 X 10,5	Anne Kerambrun jouant avec un caniche.	48.55	-3.4		vallee	Collection photographique Vallée	d450e650-8e4b-484d-a64b-8b73ba24b566
39 FI 46	1906	Belle-Isle-en-Terre	_	4,5 X 4,5	Manoeuvres militaires à Belle-Isle-en-Terre : le 48e et le 71e régiment d'infanterie.	48.55	-3.4		vallee	Collection photographique Vallée	d4de2be2-67f7-4f9d-90af-de5f405c3483
39 FI 36	[vers 1906]	Belle-Isle-en-Terre	_	4,5 X 4,5	Procession du 15 août sur la route de Loc-Maria.	48.55	-3.4		vallee	Collection photographique Vallée	d66ddca0-2699-40a4-a57d-4adf442c8926
39 FI 131	[vers 1906]	Belle-Isle-en-Terre	_	6 X 13	Enfants accompagnant un troupeau de vaches et de mouton.	48.55	-3.4		vallee	Collection photographique Vallée	d6fa8721-b3da-4b18-80c5-f7a8c9340d68
39 FI 28	[vers 1906]	Belle-Isle-en-Terre	_	4,5 X 4,5	Fêtes de Belle-Isle : les luttes bretonnes.	48.55	-3.4		vallee	Collection photographique Vallée	d7cd53c2-c240-4834-ad50-45ff88d3211d
39 FI 17	[vers 1900]	Belle-Isle-en-Terre	_	4,5 X 11/4,5 X 4,5	Fêtes de Belle-Isle : les musiciens en tête du défilé.	48.55	-3.4		vallee	Collection photographique Vallée	d8c9e652-5f80-49cc-ace4-10a0b0dd1b92
39 FI 24	[vers 1906]	Belle-Isle-en-Terre	_	4,5 X 4,5	Fêtes de Belle-Isle : les jeux nautiques.	48.55	-3.4		vallee	Collection photographique Vallée	d8e28a35-fb1b-4d7b-a489-1ee134a615c1
39 FI 143	[vers 1906]	Belle-Isle-en-Terre	_	6 X 13	Le Léguer en aval de la Papeterie.	48.55	-3.4		vallee	Collection photographique Vallée	d921a324-5ebd-4b98-9378-d7a97bae90cb
39 FI 59	[vers 1906]	Belle-Isle-en-Terre	_	4,5 X 4,5	Papeteries Vallée : maison de la Direction.	48.55	-3.4		vallee	Collection photographique Vallée	d949455f-c227-4a14-909e-e49bd5714d20
39 FI 113	[vers 1906]	Belle-Isle-en-Terre	_	4,5 X 10,5	Les Papeteries Vallée : machine à vapeur Meyher et Richmond.	48.55	-3.4		vallee	Collection photographique Vallée	e284919e-fcba-470c-b693-818ade14e0cd
39 FI 44	1906	Belle-Isle-en-Terre	_	6 X 13	Les manoeuvres militaires : le 48e et le 71e régiment d'infanterie.	48.55	-3.4		vallee	Collection photographique Vallée	e28809ae-74e1-42dd-954e-bb323302b121
39 FI 114	[vers 1900]	Belle-Isle-en-Terre	_	4,5 X 10,5	Les Papeteries Vallée : les piles blanchisseuses.	48.55	-3.4		vallee	Collection photographique Vallée	e3345f8a-02eb-439b-86d0-3adb185c83e9
39 FI 69	[vers 1906]	Belle-Isle-en-Terre	_	6 X 13	Maurice Nogues dans le jardin.	48.55	-3.4		vallee	Collection photographique Vallée	e636b2a8-9cbe-49aa-8980-7696b7bab217
39 FI 67	[vers 1906]	Belle-Isle-en-Terre	_	6 X 13	Yves Vallée dans son jardin.	48.55	-3.4		vallee	Collection photographique Vallée	e6ab1cd5-b94f-41af-b7cc-725c33f591d4
39 FI 49	1906	Belle-Isle-en-Terre	_	6 X 13	Les manoeuvres militaires : le 48e et le 71e régiment d'infanterie.	48.55	-3.4		vallee	Collection photographique Vallée	e7b32c0c-8342-4c4a-bfb8-62e55562b836
39 FI 92	1907	Belle-Isle-en-Terre	_	4,5 X 10,5	Les Papeteries Vallée : usine annexe.	48.55	-3.4		vallee	Collection photographique Vallée	e93ecd66-7232-4c08-b413-b85028f65402
39 FI 60	1907	Belle-Isle-en-Terre	_	6 X 13	Papeteries Vallée : maison de la Direction sous la neige.	48.55	-3.4		vallee	Collection photographique Vallée	ede5c8a2-8c03-4fcf-9547-5e039646e764
39 FI 116	[vers 1900]	Belle-Isle-en-Terre	_	4,5 X 10,5	Les Papeteries Vallée : machine à papier n°2.	48.55	-3.4		vallee	Collection photographique Vallée	ef4981c4-0f5b-413f-9d45-b70d51cf8589
39 FI 48	1906	Belle-Isle-en-Terre	_	6 X 13	Les manoeuvres militaires : le 48e et le 71e régiment d'infanterie.	48.55	-3.4		vallee	Collection photographique Vallée	f2418e01-d53f-4bdc-8d39-233dca7ccbd4
39 FI 47	1906	Belle-Isle-en-Terre	_	6 X 13	Les manoeuvres militaires : le 48e et le 71e régiment d'infanterie.	48.55	-3.4		vallee	Collection photographique Vallée	f579e579-071f-4385-a3b1-bfed556ce041
39 FI 144	[vers 1906]	Belle-Isle-en-Terre	_	6 X 13	Moulin Derrien et le Léguer en aval de la Papeterie.	48.55	-3.4		vallee	Collection photographique Vallée	f5938e96-2785-4d5f-aa1b-b852ac71cc26
19 FI 17	s.d. [1906-1936]	Belle-Isle-en-Terre	_	9 X 14	Le Guic, vu du pont Cunuder.	48.55	-3.4		Lacombe	Collection photographique Lacombe	f7a25bc1-66f1-4765-9c25-441535269080
39 FI 108	[vers 1906]	Belle-Isle-en-Terre	_	6 X 13	Les Papeteries Vallée : battage au fléau du blé noir dans la cour de l'usine.	48.55	-3.4		vallee	Collection photographique Vallée	f7ae0334-92fe-4c40-a052-f9a11e51a2d2
39 FI 121	1904	Belle-Isle-en-Terre	_	6,5 X 9	Les foins au Prat Ellès.	48.55	-3.4		vallee	Collection photographique Vallée	f8692700-76ed-467d-a0f1-3819c3313814
39 FI 74	[vers 1906]	Belle-Isle-en-Terre	_	6 X 13	Bond du caniche Mirza dans le bief.	48.55	-3.4		vallee	Collection photographique Vallée	f95f5824-0037-42b0-af42-c472e1be09de
39 FI 122	[vers 1906]	Belle-Isle-en-Terre	_	8,5 X 9	Les foins au Prat-Ellès.	48.55	-3.4		vallee	Collection photographique Vallée	f961b95b-025c-4607-bce2-965ecf7c13e7
39 FI 22	[vers 1906]	Belle-Isle-en-Terre	_	4,5 X 4,5	Fêtes de Belle-Isle : le manège de chevaux de bois.	48.55	-3.4		vallee	Collection photographique Vallée	fb4e2ea4-7d73-42b5-8fe1-efe15e1d917b
39 FI 27	[vers 1906]	Belle-Isle-en-Terre	_	4,5 X 4,5	Fêtes de Belle-Isle : les jeux nautiques.	48.55	-3.4		vallee	Collection photographique Vallée	fc143406-de2c-4363-992f-2623994c7874
39 FI 89	[vers 1906]	Belle-Isle-en-Terre	_	6 X 13	Vue générale des Papeteries Vallée.	48.55	-3.4		vallee	Collection photographique Vallée	fca4b199-5cb8-4c98-8a38-2008cc298307
39 FI 39	[vers 1906]	Belle-Isle-en-Terre	_	8,5 X 9	Procession du 15 août sur la route de Loc-Maria.	48.55	-3.4		vallee	Collection photographique Vallée	fcfc12ba-1107-4770-9aae-e56e7e30e60f
39 FI 29	[vers 1906]	Belle-Isle-en-Terre	_	4,5 X 4,5	Fêtes de Belle-Isle : les luttes bretonnes.	48.55	-3.4		vallee	Collection photographique Vallée	fe25e019-51d2-4616-9d3c-01369cf99c6b
39 FI 6	1907	Belle-Isle-en-Terre	_	6 X 13	Route de Loc-Maria sous la neige.	48.55	-3.4		vallee	Collection photographique Vallée	fef9448b-5a80-4080-b55f-366582b14e1a
39 FI 40	[vers 1906]	Belle-Isle-en-Terre	_	8,5 X 9	Procession du 15 août à Loc-Maria.	48.55	-3.4		vallee	Collection photographique Vallée	ff07561e-816b-4a32-b7d5-0517527695ac
39 FI 33	[vers 1906]	Belle-Isle-en-Terre	_	4,5 X 4,5	Fêtes de Belle-Isle : les luttes bretonnes.	48.55	-3.4		vallee	Collection photographique Vallée	ff737200-11e1-4090-85e8-a245e958d057
26 FI 8	1948-1972	Binic	_	24 x 18	Plage de l'Avant-Port (n° d'épreuve 14.099).	48.6	-2.833333		Henrard	Collection Photographique Henrard	218694fc-013c-4692-8aee-52933bb110c9
20FI1	vers 1934	Binic	_	9 X 10	"Jetée de Penthièvre ; Phare."	48.6	-2.833333	POSITIF SUR PLAQUE DE VERRE	connen	Collection Connen	391ab804-09da-4f68-8876-f67de69d7abc
26 FI 90	1948-1972	Binic	_	24 x 18	Vue générale du port (n° d'épreuve 192.086).	48.6	-2.833333		Henrard	Collection Photographique Henrard	3a4b127e-67be-4927-9485-e260c45e0930
26 FI 7	1948-1972	Binic	_	24 x 18	Le bassin à flot à marée basse (n° d'épreuve 14.098).	48.6	-2.833333		Henrard	Collection Photographique Henrard	3c6c1a4d-33f8-461c-8122-1cb9d7b7253f
26 FI 5	1948-1972	Binic	_	24 x 18	Vue sur une partie du port et de la plage de l'Avant-Port (n° d'épreuve 14.096).	48.6	-2.833333		Henrard	Collection Photographique Henrard	81955f58-0126-4417-8a96-34381e021bc2
26 FI 6	1948-1972	Binic	_	24 x 18	Le bassin à flot (n° d'épreuve 14.097).	48.6	-2.833333		Henrard	Collection Photographique Henrard	82622de9-58a4-4d33-bb4e-9281b958c386
26 FI 9	1948-1972	Binic	_	24 x 18	Vue générale du port et de la plage de la Banche (n° d'épreuve 192.087).	48.6	-2.833333		Henrard	Collection Photographique Henrard	cce579d5-fd9b-47a0-a555-dd2e83099e67
26 FI 4	1948-1972	Binic	_	24 x 18	Le port (n° d'épreuve 482).	48.6	-2.833333		Henrard	Collection Photographique Henrard	da2c4192-730f-4f95-bd85-2479c1c3c612
43 FI 11	s.d. [fin XIXe-1920]	Bourseul	_	13 X 18	Eglise Saint-Nicodème : porche sud.	48.483333	-2.266667		DuCleuziou	Collection photographique Du Cleuziou	bcde59aa-7577-4eb9-8fba-7a3d3ba7c373
43 FI 12	s.d. [fin XIXe-1920]	Bourseul	_	13 X 18	Eglise Saint-Nicodème : porche sud.	48.483333	-2.266667		DuCleuziou	Collection photographique Du Cleuziou	c0194dc5-9b19-4e50-bf71-b839324fe629
26 FI 89	1948-1972	Bréhat	_	24 x 18	Vue générale de la ville (n° d'épreuve 29.037).	48.8500824	-3.017588		Henrard	Collection Photographique Henrard	1c97c043-1647-451d-a244-d342ae803231
26 FI 13	1948-1972	Bréhat	_	24 x 18	La jetée du chemin du Goareva (n° d'épreuve 14.121).	48.8500824	-3.017588		Henrard	Collection Photographique Henrard	aa987311-f1f0-4f5f-be6e-48bf4cf99d44
26 FI 11	1948-1972	Bréhat	_	24 x 18	Le Port-Clos (n° d'épreuve 14.124).	48.8500824	-3.017588		Henrard	Collection Photographique Henrard	b987097a-15e6-426e-8d8b-ea11aa592154
26 FI 12	1948-1972	Bréhat	_	24 x 18	Vue générale de l'île (n° d'épreuve 14.123).	48.8500824	-3.017588		Henrard	Collection Photographique Henrard	d472a530-edf6-4341-8af5-49f1055b6ea5
26 FI 10	1948-1972	Bréhat	_	24 x 18	La pointe de Roc'h-Guenanen (n° d'épreuve 14.122).	48.8500824	-3.017588		Henrard	Collection Photographique Henrard	e0cbc43e-bd83-40d4-a0d4-de69865f55b7
39 FI 408	[vers 1906]	Brest	Finistère	6 X 13	Les quais et l'entrée du port militaire.	48.4083868	-4.5696408		vallee	Collection photographique Vallée	1065c088-4922-4442-b465-4612a6a36dee
39 FI 407	[vers 1906]	Brest	Finistère	6 X 13	Port de commerce.	48.4083868	-4.5696408		vallee	Collection photographique Vallée	26e3cc7e-d2f4-4925-9ce4-91c11ee06204
39 FI 411	[vers 1906]	Brest	Finistère	6 X 13	Le port militaire.	48.4083868	-4.5696408		vallee	Collection photographique Vallée	41d4863c-5dd5-47fd-bcfb-a7778aca454d
39 FI 402	s.d. [1906]	Brest	Finistère	6 X 13	Bateau pilote en rade de Brest.	48.4083868	-4.5696408		vallee	Collection photographique Vallée	4f7e1c67-e24f-4c24-bf44-ae5155d7af7b
